ID	Gene.symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
H3046D08_1	Serbp1	-0.335	-0.37686875	-2.30328269121894	0.0340474502126415	0.999805217187098	-4.07900509126992
H3100D04_1	Msh2	-0.42815	-0.514225	-2.29713738349147	0.0344685890544668	0.999805217187098	-4.08200028044457
H3101A06_1		-0.691825	-0.08729375	-2.29532380711757	0.0345937962140586	0.999805217187098	-4.08288393038883
H3080H05_1		0.5896	-0.003575	2.29529243402471	0.0345959658905331	0.999805217187098	-4.08289921554448
H3029H07_1		0.475325	0.73849375	2.29431521518875	0.0346636110098339	0.999805217187098	-4.08337530315278
H3057A01_1	Ctf2	-0.44015	0.17708125	-2.29200938829696	0.0348237126827972	0.999805217187098	-4.08449852261795
H3066H04_1	Atcay	0.334675	0.03343125	2.29051302252162	0.0349279779941544	0.999805217187098	-4.08522732394905
H3051E10_1	Fbxw4	0.398725	0.1537	2.28719420571883	0.0351602657877129	0.999805217187098	-4.08684342948877
H3108F04_1		-0.51095	-0.0543875	-2.28610760582311	0.0352366294406103	0.999805217187098	-4.08737245649541
H3072F03_1	Tk2	-0.46995	0.009225	-2.28604964068465	0.0352407074171344	0.999805217187098	-4.08740067634057
H3050F04_1		-0.432975	-0.06305625	-2.28498841784025	0.0353154443187381	0.999805217187098	-4.08791730001836
H3026B05_1	Sec23a	-0.444	-0.5312	-2.28093236484565	0.0356024512985683	0.999805217187098	-4.08989144572099
H3025A11_1		-0.386925	0.03286875	-2.2795079337119	0.0357037569867334	0.999805217187098	-4.09058458039946
H3068E10_1	Phf21a	0.436875	-0.0152125	2.27510079686249	0.0360188899438062	0.999805217187098	-4.09272858516869
H3001F12_1	Hs3st1	0.4131	0.23961875	2.27429098093399	0.0360770758977599	0.999805217187098	-4.09312246080867
H3122D03_1	Pdgfc	0.5847	0.4504125	2.27347322125581	0.0361359210981919	0.999805217187098	-4.09352017237586
H3072F06_1	Shprh	-0.612625	0.0637625	-2.27248607333314	0.0362070739270367	0.999805217187098	-4.09400022748038
H3142F03_1		-0.536225	-0.11401875	-2.26849751970267	0.0364958909777621	0.999805217187098	-4.09593946438947
H3071B05_1	Serbp1	-0.442675	-0.39506875	-2.26728344507878	0.036584227125191	0.999805217187098	-4.09652961445476
H3023C03_1	Tmem48	-0.46175	-0.5713875	-2.26423911003365	0.0368066056107943	0.999805217187098	-4.09800915985237
H3121H09_1	Acat2	-0.637225	-0.70369375	-2.26291444902604	0.0369037583224344	0.999805217187098	-4.09865282019681
H3116H07_1		0.425375	0.13016875	2.26267676569461	0.0369212155179528	0.999805217187098	-4.09876830387115
H3144A12_1	Ahcy	-0.44645	-0.6479	-2.26124102082937	0.037026829921824	0.999805217187098	-4.09946584008464
H3045C10_1		-0.458875	-0.12573125	-2.26090917460671	0.0370512805619586	0.999805217187098	-4.0996270501263
H3155G11_1		-0.377375	-0.14878125	-2.25805236880113	0.0372623914183162	0.999805217187098	-4.10101468048674
H3012E02_1	Serinc2	0.657625	0.915075	2.25743349936938	0.0373082709350173	0.999805217187098	-4.10131523558233
H3054D03_1		0.373225	0.14550625	2.25664178688739	0.0373670403565319	0.999805217187098	-4.10169970768147
H3111H05_1	Tap2	0.380225	0.0033625	2.25623287367472	0.0373974278663351	0.999805217187098	-4.10189827365749
H3072G05_1	Elavl2	0.423375	0.2327375	2.25559022118909	0.0374452314641454	0.999805217187098	-4.10221032721105
H3138G11_1	Niban	-0.34695	-0.10288125	-2.25412855131385	0.0375541683405539	0.999805217187098	-4.10292000400205
H3114A06_1	Sat1	0.95405	1.54778125	2.25282439183178	0.0376516137833347	0.999805217187098	-4.10355312554101
H3023H02_1	Ppp1r13b	0.56375	0.0161625	2.25271334185639	0.0376599221295391	0.999805217187098	-4.10360703272735
H3125C03_1	Nxt1	-0.4099	-0.44548125	-2.2511923958452	0.0377738846128237	0.999805217187098	-4.10434529281715
H3075E10_1		0.3188	0.0799625	2.25054498104162	0.0378224913575284	0.999805217187098	-4.10465951351813
H3093C08_1	Snupn	0.371	0.099425	2.24972365503028	0.0378842383621441	0.999805217187098	-4.10505811438454
H3108F02_1	Cyp2c44	-0.445075	-0.0053375	-2.24557499329372	0.0381975616747375	0.999805217187098	-4.10707105173051
H3129H05_1	Slc12a6	0.445175	0.0836125	2.24134246697118	0.0385196882506904	0.999805217187098	-4.10912387190915
H3108F06_1	BC039210	-0.4356	-0.19151875	-2.23935002301052	0.0386721961699187	0.999805217187098	-4.11008994278111
H3007B09_1	Eif4a1	-0.38805	-0.2055	-2.23720180848983	0.0388372526671946	0.999805217187098	-4.11113133517439
H3142B10_1		-0.43905	-0.4250375	-2.2369134645399	0.0388594568780019	0.999805217187098	-4.11127109961483
H3047E01_1		-0.53015	0.1261625	-2.23646171184676	0.0388942681393232	0.999805217187098	-4.11149006279353
H3112C01_1	Col4a2///Col4a1	-0.6403	-0.2995125	-2.23254875567801	0.0391970020543452	0.999805217187098	-4.113386259705
H3132G05_1	Smc4	-0.79925	-0.98739375	-2.23030373385749	0.039371674417133	0.999805217187098	-4.11447385796974
H3098B03_1	Galm	-0.432675	-0.0939625	-2.22991331739376	0.0394021238097717	0.999805217187098	-4.11466297029696
H3125F10_1	Agtr2	-0.333875	0.01319375	-2.22882691969423	0.0394869687671601	0.999805217187098	-4.1151891679784
H3139A08_1	Rgnef	0.604975	0.508525	2.22873332723385	0.0394942859962324	0.999805217187098	-4.11523449692745
H3035F06_1		-0.42345	-0.000468749999999998	-2.22505897334669	0.0397825454173065	0.999805217187098	-4.11701373707314
H3024A04_1	Rangap1	-0.4984	-0.6998875	-2.22444625357547	0.0398308029417192	0.999805217187098	-4.1173103722751
H3054G02_1		0.544325	-0.04673125	2.224015661954	0.0398647484726476	0.999805217187098	-4.11751882313018
H3098F01_1	Senp6	-0.45405	-0.0587125	-2.22335924239662	0.0399165484691799	0.999805217187098	-4.11783658072573
H3102E08_1		-0.50995	-0.13043125	-2.22244844669289	0.0399885249757369	0.999805217187098	-4.11827744123439
H3044H04_1	AA536749	0.387075	0.32116875	2.22176487800807	0.0400426233388699	0.999805217187098	-4.11860828846873
H3101C04_1	Tbl1xr1	-0.3988	-0.20763125	-2.21840991458193	0.0403091195916443	0.999805217187098	-4.1202317588685
H3100B05_1	Nrm	-0.65565	-0.76523125	-2.21817422620105	0.0403279025281074	0.999805217187098	-4.12034578791741
H3037B02_1	Narg1	-0.38265	-0.09459375	-2.2105141844591	0.0409427755820829	0.999805217187098	-4.12405031079978
H3060D07_1		0.430225	0.13100625	2.20950104186603	0.0410247450498751	0.999805217187098	-4.12454006310699
H3159D11_1	5730507A09Rik	0.5915	-0.10373125	2.20946097531143	0.0410279897888964	0.999805217187098	-4.12455943018091
H3126B10_1	Cnpy2	0.367175	0.1706625	2.20296689797636	0.0415570423378775	0.999805217187098	-4.1276974096378
H3032E08_1	Suv420h2	0.3567	-0.0867375	2.20209579594684	0.0416284846353917	0.999805217187098	-4.12811816735377
H3100G06_1	Ipo4	-0.4086	-0.39820625	-2.2018456569624	0.0416490203617722	0.999805217187098	-4.12823898168237
H3050H02_1		0.756075	-0.05426875	2.20107687222272	0.0417121939265826	0.999805217187098	-4.12861027586633
H3074B05_1	Stk25	0.332325	0.1170375	2.20069035381478	0.0417439887515211	0.999805217187098	-4.12879693820397
H3134G10_1	Eif4e///Eif4e	-0.498125	-0.207	-2.19912555583059	0.0418729365981623	0.999805217187098	-4.12955255097618
H3054B08_1	Inpp5f	-0.387375	-0.01309375	-2.19890836017435	0.0418908636690709	0.999805217187098	-4.12965742079187
H3021D04_1	Wdr20a	0.38935	0.1362	2.19880494376494	0.0418994020205946	0.999805217187098	-4.12970735306288
H3154F02_1	Asns	-0.467475	-0.4309125	-2.19757790629153	0.0420008321202995	0.999805217187098	-4.13029975776842
H3116A06_1		0.553975	0.2972375	2.19614855706794	0.0421192709490193	0.999805217187098	-4.13098973790295
H3048G09_1	Itih1	-0.440375	-0.0729	-2.19491321296462	0.0422218818002812	0.999805217187098	-4.13158598094456
H3082A06_1		-0.713475	-0.00371875	-2.19446666463661	0.0422590298530256	0.999805217187098	-4.13180148927075
H3118E12_1	Foxn3	0.434425	0.52331875	2.19384860434437	0.0423104955187733	0.999805217187098	-4.13209975351161
H3130B02_1		-0.422825	-0.1834125	-2.18885386888294	0.0427285274122801	0.999805217187098	-4.1345093760686
H3043H02_1	Cdv3	0.988	-0.22124375	2.18724553075336	0.0428639433413034	0.999805217187098	-4.13528500749354
H3103C03_1	C330023M02Rik	-0.378325	-0.03154375	-2.18720285493868	0.0428675418535827	0.999805217187098	-4.13530558629079
H3156D05_1	Ak2	-0.51995	-0.6277125	-2.18521527104952	0.0430354472322141	0.999805217187098	-4.13626391488103
H3021F05_1	Kpna2	-0.62125	-0.9202	-2.18295365120652	0.04322723805131	0.999805217187098	-4.13735411248637
H3037H04_1	Gtf3c2	0.438675	0.113825	2.18285550426746	0.043235578918111	0.999805217187098	-4.13740141723605
H3090F05_1		-0.493725	-0.05273125	-2.18161760865334	0.043340906703019	0.999805217187098	-4.13799801178293
H3111D05_1	Glis3	0.42735	-0.02125	2.18082889898237	0.0434081379793991	0.999805217187098	-4.13837808097855
H3014F06_1	B4galt1	-0.436725	0.0290375	-2.17821043506743	0.043632029538219	0.999805217187098	-4.13963964155359
H3018B03_1	Mrpl12	-0.38535	-0.250875	-2.17539100543659	0.043874291082322	0.999805217187098	-4.14099760465023
H3018F03_1		-0.4729	0.064425	-2.17534697332907	0.0438780843576543	0.999805217187098	-4.14101880899429
H3006H11_1	Nsun2	-0.359775	-0.17654375	-2.17019316712941	0.0443241615960873	0.999805217187098	-4.14349995907734
H3072G04_1		0.39625	0.0094125	2.16807939882768	0.0445083160801842	0.999805217187098	-4.14451714133711
H3081H06_1		0.51565	0.0822625	2.16659654167117	0.0446379237195082	0.999805217187098	-4.1452305677269
H3078E11_1	Acsbg1	0.4734	-0.1579875	2.16544376376905	0.04473892040914	0.999805217187098	-4.14578510166372
H3034B06_1		-0.539925	0.08445	-2.16541129029606	0.044741768496857	0.999805217187098	-4.14580072165759
H3045B06_1	E430002G05Rik	-0.43555	0.0016	-2.16505614566264	0.0447729273417589	0.999805217187098	-4.14597154508576
H3150C12_1	Epn2	-0.6076	-0.34988125	-2.16126070262662	0.0451071690694728	0.999805217187098	-4.14779669182084
H3059E09_1	Prkcbp1	0.3529	0.01551875	2.16108125647282	0.0451230283522453	0.999805217187098	-4.14788296319618
H3063A02_1	Chd1l	0.457325	0.009475	2.15923920041926	0.0452861236124469	0.999805217187098	-4.14876845163466
H3022C08_1		-0.37015	-0.2971625	-2.15920915021451	0.045288788729041	0.999805217187098	-4.1487828953449
H3006C09_1	Xpo1	-0.59005	-0.60144375	-2.15817808295922	0.0453803200576258	0.999805217187098	-4.14927844895235
H3035C11_1	Ranbp5	-0.4123	-0.38654375	-2.15562335726563	0.045607843265146	0.999805217187098	-4.15050604102664
H3019D12_1		-0.6153	-0.12558125	-2.15468082557152	0.0456920487387049	0.999805217187098	-4.15095884879636
H3151H05_1		0.389275	0.0975375	2.15453685964547	0.0457049231510354	0.999805217187098	-4.15102800784085
H3075F04_1	Sfrs2	-0.372125	-0.262125	-2.1520544492779	0.045927440954179	0.999805217187098	-4.15222032943071
H3041H02_1		0.71605	-0.1583125	2.1506714129836	0.0460518436531858	0.999805217187098	-4.15288445600023
H3094A03_1	Epn2	-0.636275	-0.56191875	-2.14662818945577	0.0464173007722099	0.999805217187098	-4.15482534229265
H3063C07_1		-0.38695	-0.067375	-2.14384227501981	0.0466706569716937	0.999805217187098	-4.15616211144915
H3062D02_1		0.869025	-0.0833	2.14360149684831	0.0466926131447886	0.999805217187098	-4.15627762258322
H3116B07_1		-0.578125	0.01379375	-2.1422218622284	0.0468186023083307	0.999805217187098	-4.15693942264955
H3134H04_1		-0.376425	-0.05066875	-2.14102803416639	0.0469278746632736	0.999805217187098	-4.15751200036153
H3139B04_1	Anxa6	-0.41755	-0.263125	-2.13977373678155	0.0470429333677492	0.999805217187098	-4.15811348744089
H3142A10_1	Pros1	0.3818	-0.08689375	2.1395470717311	0.0470637532491507	0.999805217187098	-4.15822217248938
H3100F07_1	Tacc3	-0.684525	-1.2416625	-2.13952999333349	0.0470653222941542	0.999805217187098	-4.15823036139153
H3048H02_1		0.532775	-0.06463125	2.13924814805715	0.0470912232055947	0.999805217187098	-4.15836550052324
H3082G10_1	Kpna3	-0.35505	-0.030175	-2.1385888678576	0.0471518604596571	0.999805217187098	-4.15868159329678
H3127C02_1		0.431175	-0.04513125	2.1376913987359	0.04723452000237	0.999805217187098	-4.1591118436732
H3021F03_1	Tomm70a	-0.35805	0.00951249999999999	-2.136926301401	0.0473050924282435	0.999805217187098	-4.15947859580278
H3008E08_1	Ddb1	0.313175	0.06289375	2.13015720244017	0.0479336890013888	0.999805217187098	-4.16272182667224
H3134A10_1		-0.290475	0.16216875	-2.12971946528644	0.0479746002947781	0.999805217187098	-4.16293145944579
H3029C08_1	Paxip1	-0.3801	-0.27094375	-2.12958190274764	0.0479874636020328	0.999805217187098	-4.16299733583584
H3157G06_1	Glt8d4	-0.414025	0.0223625	-2.12803333017073	0.0481324865262056	0.999805217187098	-4.16373884022652
H3133H05_1	Arsa	0.356975	0.21776875	2.12586491639292	0.0483362307322623	0.999805217187098	-4.16477689290168
H3069H02_1	Ccnc	0.60925	-0.04329375	2.12511173525164	0.0484071839412092	0.999805217187098	-4.16513738345633
H3004D09_1	4933413G19Rik///Foxm1	-0.46545	-0.6997375	-2.12258375805441	0.0486460278819675	0.999805217187098	-4.16634707382327
H3127A09_1		0.3669	0.09238125	2.12211541891877	0.0486903947553026	0.999805217187098	-4.16657113983202
H3118B02_1	Ptma	-0.349675	0.16534375	-2.12134419755606	0.0487635349639912	0.999805217187098	-4.16694008266874
H3054F06_1	5031414D18Rik	-0.579975	0.013375	-2.11979181466921	0.0489110625710961	0.999805217187098	-4.1676826095612
H3117G04_1	Prom1	0.32925	0.06134375	2.11835644337261	0.04904783291524	0.999805217187098	-4.16836903217294
H3102A01_1		-0.4535	0.04455	-2.1174184899888	0.0491373950886818	0.999805217187098	-4.16881750902542
H3077H09_1	Fdft1	-0.334075	-0.088125	-2.11601798365624	0.0492714030180659	0.999805217187098	-4.16948704837997
H3014F08_1		-0.4815	-0.56005	-2.11388750606659	0.0494758986064958	0.999805217187098	-4.17050532398443
H3034E02_1	Prps1	-0.4062	-0.3900375	-2.11213359262632	0.0496448306286576	0.999805217187098	-4.17134339940173
H3140F04_1	Anxa6	-0.4793	-0.9809	-2.10697184390709	0.0501450550519672	0.999805217187098	-4.17380869161026
H3117E03_1	Cnbp	-0.324525	-0.16699375	-2.10649090643223	0.0501918960748233	0.999805217187098	-4.17403830288044
H3091D02_1		0.493975	-0.014575	2.10634420714657	0.050206191830376	0.999805217187098	-4.17410833768564
H3088C03_1	Psip1	-0.408025	-0.30210625	-2.10610990001885	0.0502290326209179	0.999805217187098	-4.17422019389384
H3070B07_1	Smc1a	-0.365175	-0.5702875	-2.10546182009501	0.0502922583005232	0.999805217187098	-4.17452956296478
H3012D04_1	Hnrpf///Hnrpf	-0.300275	-0.2511	-2.10533459833498	0.050304678380649	0.999805217187098	-4.17459029063577
H3019G02_1	Mbnl3	-0.372975	-0.08315	-2.10481996323608	0.0503549484126855	0.999805217187098	-4.1748359342541
H3070H06_1		0.315125	0.07226875	2.10349403333393	0.0504846776433314	0.999805217187098	-4.17546874183046
H3073G04_1		-0.351625	0.065825	-2.10236562181874	0.0505953216363343	0.999805217187098	-4.17600719151765
H3068G11_1	Eed	-0.32255	-0.3227625	-2.10202672936385	0.0506285941666823	0.999805217187098	-4.1761688861075
H3146G11_1	Tex10	-0.275875	-0.15220625	-2.10103123124799	0.0507264477896554	0.999805217187098	-4.17664382081928
H3101G11_1		-0.417875	-0.51474375	-2.10085959597583	0.0507433362921975	0.999805217187098	-4.17672569837698
H3115F12_1	Syncrip	-0.3402	-0.16	-2.10000837870454	0.0508271698263836	0.999805217187098	-4.17713173754112
H3085F06_1	Pno1	-0.539075	-0.30959375	-2.09918164982892	0.0509087124277968	0.999805217187098	-4.17752604949316
H3015E10_1		0.396125	-0.07713125	2.09895470848754	0.0509311171433958	0.999805217187098	-4.17763428221733
H3076F06_1	St3gal1	-0.50185	-0.0346	-2.09876711465689	0.0509496440728816	0.999805217187098	-4.1777237467662
H3021E09_1	Slc25a20	0.448675	0.21335625	2.09794050332973	0.0510313541172295	0.999805217187098	-4.17811793444758
H3079F06_1	Kpnb1	-0.511625	-0.48451875	-2.09760285307085	0.0510647649907968	0.999805217187098	-4.17827893726281
H3026E06_1	Anp32b	-0.35635	-0.47219375	-2.09759523565531	0.0510655189725509	0.999805217187098	-4.17828256941091
H3100B03_1		-0.41345	-0.31295625	-2.09655697523924	0.0511683823340632	0.999805217187098	-4.17877759814935
H3147F09_1	Tnks	0.4743	0.015375	2.09533840682628	0.0512893501447261	0.999805217187098	-4.17935850342572
H3005G09_1	Gab1	0.313125	0.64163125	2.09407628130402	0.0514149165492698	0.999805217187098	-4.17996006795227
H3151A05_1	RAN///Ran///Rasl2-9///Ran///RAN	-0.5696	-0.61040625	-2.0916673870811	0.0516553503665234	0.999805217187098	-4.18110791731093
H3050B10_1	6330403K07Rik	0.390025	0.44295625	2.08575241828119	0.052250078655829	0.999805217187098	-4.18392476017164
H3023G03_1	Bzw1	-0.29785	0.13054375	-2.08357095205956	0.0524709856448823	0.999805217187098	-4.18496302132694
H3079A09_1	Ccna2	-0.9301	-1.31913125	-2.08303510306155	0.0525253784597464	0.999805217187098	-4.18521800676591
H3098D02_1	Ppfibp2	0.4673	0.3017	2.08255653066994	0.0525740006237023	0.999805217187098	-4.18544572024089
H3135F06_1		-0.378925	-0.134625	-2.08254622928435	0.0525750476775501	0.999805217187098	-4.18545062165463
H3124F03_1	Ptma	-0.290075	0.1017	-2.0822924865209	0.0526008445999216	0.999805217187098	-4.18557135050887
H3027F03_1	Cant1	-0.4513	-0.16678125	-2.08144269703354	0.0526873228879327	0.999805217187098	-4.18597564146287
H3027G04_1	Ptk2	-0.5969	-0.76339375	-2.07937318951268	0.0528984663008233	0.999805217187098	-4.18696000959154
H3047H10_1		-0.384825	0.03466875	-2.07780860753754	0.0530586047666834	0.999805217187098	-4.18770401101425
H3028H06_1	Pdk1	0.438825	0.10809375	2.07733474387369	0.0531071926826984	0.999805217187098	-4.187929312518
H3137H04_1	Mrps35	0.40045	-0.04331875	2.07692019936756	0.0531497314464602	0.999805217187098	-4.18812639751686
H3136A09_1	Tia1	0.411125	0.0357625	2.07638387505774	0.0532048126983079	0.999805217187098	-4.18838136194301
H3014E09_1	BC017643	0.45195	0.2244875	2.07502035307244	0.0533450820838491	0.999805217187098	-4.18902947923701
H3019C11_1	C1galt1	0.309	0.1838125	2.07493275107281	0.0533541054342266	0.999805217187098	-4.18907111428738
H3052B04_1		-0.4177	-0.1182125	-2.07246226123785	0.0536091475875422	0.999805217187098	-4.19024505489915
H3080B04_1	Lix1	-0.418625	0.01484375	-2.07115043794272	0.0537450241942754	0.999805217187098	-4.19086823956972
H3043H09_1	Cyb5r1	0.3783	0.19256875	2.06908603867403	0.0539594852736665	0.999805217187098	-4.19184869096081
H3077A06_1	Atg9a	0.450175	0.36115625	2.0682703606207	0.0540444364393324	0.999805217187098	-4.19223600017008
H3020H05_1	Kdelr2	-0.317625	-0.35408125	-2.06710046343483	0.0541664908809137	0.999805217187098	-4.19279142105727
H3087A03_1	Dtl	-0.57605	-0.53540625	-2.06682560485106	0.0541952029553274	0.999805217187098	-4.19292189890315
H3046E02_1		-0.367575	0.04165	-2.06230588074428	0.0546693255628486	0.999805217187098	-4.19506667819514
H3025D02_1		0.6269	-0.034125	2.06091012061797	0.0548165010666715	0.999805217187098	-4.19572872257935
H3008G05_1	Timm8a1	-0.38695	-0.24025	-2.06036295597488	0.0548742947328724	0.999805217187098	-4.19598821829961
H3100H05_1		0.529975	-0.01125	2.05593934666569	0.0553435680512093	0.999805217187098	-4.19808534204479
H3145G04_1	Zfp817///Zfp87///Zfp58	0.352775	0.199225	2.05590234739356	0.0553475083816117	0.999805217187098	-4.19810287648683
H3095D02_1		0.54865	0.04514375	2.05479000886986	0.0554660885577638	0.999805217187098	-4.19862998171502
H3053D02_1		1.077025	-0.2283375	2.05421135582744	0.0555278665885881	0.999805217187098	-4.19890415300741
H3064C09_1	Mybl1	-0.5215	-0.4412	-2.05416109667152	0.0555332352901337	0.999805217187098	-4.19892796511568
H3009B07_1	Lysmd2	-0.489525	-0.0422625	-2.05382074906141	0.0555696037369058	0.999805217187098	-4.19908921234519
H3094H05_1	Mtg1	0.3438	0.09670625	2.05365261140756	0.0555875783537636	0.999805217187098	-4.19916886815849
H3055H04_1		0.350125	0.05479375	2.05349466823573	0.0556044679406112	0.999805217187098	-4.19924369241341
H3100G02_1		0.52555	0.023325	2.05329687890189	0.055625625022929	0.999805217187098	-4.19933739087618
H3021D03_1		-0.425525	-0.54126875	-2.05326719101933	0.055628801299307	0.999805217187098	-4.19935145462752
H3020A03_1	Prkch	-0.426375	0.04863125	-2.05282789087151	0.0556758208025086	0.999805217187098	-4.19955955245283
H3097B03_1	Slc11a2	-0.3781	0.164025	-2.05257319886383	0.0557030976895894	0.999805217187098	-4.19968019435337
H3090H06_1	Tmc6	0.437775	0.1161625	2.05012003278597	0.0559664468231371	0.999805217187098	-4.20084195999982
H3067F10_1	Exo1	-0.63345	-0.7547875	-2.04912106928507	0.0560740092766856	0.999805217187098	-4.20131492011256
